,Unnamed: 0,reviews,stars,date,country,Verified,reviews1
188,188,"✅ Trip Verified |  I wouldn't recommend British Airways at all. I tried to call to customer service for 3 times in different days and time and I waited for more than 30 minutes on the phone! I ended hanging up. They are excusing themselves in the high volume of calls. I write an email an I am still waiting for 2 weeks!  Website is difficult to navigate. It is not easy really to have an invoice of proof of receipt or look for another service. They sent you online but you don't receive a PDF file. So if you need a proof of flight, you need to do screenshots. And, once the flight is flown, you have no access to that booking again to reprint any document or try to create a PDF. You need to contact with a customer service which I did it online, long waiting time, and had to wait more than a week to receive it. Expensive and poor, almost inexistent customer service and difficult to use their website. An airline that definitely wouldn't recommend. It is such a shame that in 2023 they are still in this position and sleeping when they have competitors around",3,2023-04-15,United Kingdom,True,recommend british airway tried call customer service time different day time waited minute phone ended hanging excusing high volume call write email still waiting week website difficult navigate easy really invoice proof receipt look another service sent online receive pdf file need proof flight need screenshots flight flown access booking reprint document try create pdf need contact customer service online long waiting time wait week receive expensive poor almost inexistent customer service difficult use website airline definitely recommend shame still position sleeping competitor aroun
189,189,"✅ Trip Verified |  Absolutely horrible experience. I booked a ticket from Expedia for a British Airways Operated flight from Madrid to Belfast with a changeover at London Heathrow. The whole itinerary was listed as BA although the Madrid to London flight was Iberia. On Jan 22nd, London was experiencing cold and fog. The Iberian flight sat on the tarmac for 2 hours in Madrid because of the London weather. Upon landing in Terminal 3, I had to take a bus to Terminal 5. The flight was the last flight to Belfast for the evening and it had already taken off. The BA desk was swamped with people as many people had to spend the night due to the weather. The British Airways staff said that we could go book any hotel up to 200 pounds and we would be reimbursed. I was barely able to find a room and had to take an expensive cab. However when trying to get the reimbursement, BA said it wasn't their problem and that it was Iberia's problem. Iberia said they do not reimburse due to the weather. When complaining to BA, they said they only market the flight as BA and that they refuse to reimburse. Absolutely disgusting behavior by the airline to not take any responsibility for a flight that they were using their name to sell it to people but don't want to take responsibility for it. Did they expect me to take the bus back to Terminal 3? Their people gave out false information.",1,2023-04-15,United Kingdom,True,absolutely horrible experience booked ticket expedia british airway operated flight madrid belfast changeover london heathrow whole itinerary listed ba although madrid london flight iberia jan nd london experiencing cold fog iberian flight sat tarmac hour madrid london weather upon landing terminal take bus terminal flight last flight belfast evening already taken ba desk swamped people many people spend night due weather british airway staff said could go book hotel pound would reimbursed barely able find room take expensive cab however trying get reimbursement ba said problem iberia problem iberia said reimburse due weather complaining ba said market flight ba refuse reimburse absolutely disgusting behavior airline take responsibility flight using name sell people want take responsibility expect take bus back terminal people gave false information
190,190,"Not Verified |  This is the worst airline. Not one thing went right. I don’t understand how they have got it so bad. Late take off, no gate when we arrived. Bags took over 40 minutes to arrive. Horrendous",1,2023-04-14,United Kingdom,False,verified worst airline one thing went right understand got bad late take gate arrived bag took minute arrive horrendous
191,191,"✅ Trip Verified |  I will never fly British Airways again. To start, the plane was over 2 hours late, with no weather and no reason given. The boarding process was chaotic, both in the airport and onto the plane. But more importantly, although we were in business class, it wasn’t really business class. There were a few aisles —not separated in any way—in which they simply put a tray on the middle seat so that no one sits there. And those seats, like the rest, were extremely cramped and uncomfortable. I could not believe they called this business class.",2,2023-04-13,United Kingdom,True,never fly british airway start plane hour late weather reason given boarding process chaotic airport onto plane importantly although business class really business class aisle separated way simply put tray middle seat one sits seat like rest extremely cramped uncomfortable could believe called business class
192,192,✅ Trip Verified |  Worst aircraft I have ever flown. The seats were cramped and uncomfortable considering the flights cost well over &1000each we expected a little space for the money my husbands knees were rubbing on seat in front which for a 10 hour+ flight is not acceptable. My food was disgusting and inedible both the hot food and the breakfast were vile. I would not entertain using BA again. Ground staff were great it’s the seating and food on offer that lets the airline down. We expected so much more.,1,2023-04-12,Canada,True,worst aircraft ever flown seat cramped uncomfortable considering flight cost well expected little space money husband knee rubbing seat front hour flight acceptable food disgusting inedible hot food breakfast vile would entertain using ba ground staff great seating food offer let airline expected much
193,193,"✅ Trip Verified |  I enjoyed my flight. The boarding was swift and service was very friendly and professional. The food selection was good and I enjoyed the quality. The was only one downside - when we landed there was an issue with ground crew not being ready at T5, so in total from landing to getting the doors open it took 30 minutes. I believe the Heathrow T5 were having strike action that week.",9,2023-04-11,United States,True,enjoyed flight boarding swift service friendly professional food selection good enjoyed quality one downside landed issue ground crew ready total landing getting door open took minute believe heathrow strike action week
194,194,"✅ Trip Verified | Why do you make it so hard? After a so so lounge experience, the staff taking care of boarding treated us with disdain bordering contempt. It can’t be training, who would do that, it has to be no fear of anything happening. The “new” club world suites are a huge step up from the old product and really on deliver comfort and privacy. The crew were professional but I personally found the food menu rather odd. Essentially, there was one only main that I could handle and was then told they had ran out. I was a few rows in. ",5,2023-04-10,United States,True,make hard lounge experience staff taking care boarding treated u disdain bordering contempt training would fear anything happening new club world suite huge step old product really deliver comfort privacy crew professional personally found food menu rather odd essentially one main could handle told ran row
195,195,"✅ Trip Verified |  After several delays and canceled flights, we finally made it to Copenhagen on American Airlines and British Airways flights. My luggage was destroyed, wheels torn off. I had to buy new luggage in Denmark. I made a claim with British Airways to reimburse me but because I didn’t have the receipt for my old luggage, they would only cover 50% of my new luggage. Advice, have receipts for your old luggage prior to flying so you don’t get ripped off like I did.",1,2023-04-09,United Kingdom,True,several delay canceled flight finally made copenhagen american airline british airway flight luggage destroyed wheel torn buy new luggage denmark made claim british airway reimburse receipt old luggage would cover new luggage advice receipt old luggage prior flying get ripped like
196,196,"Not Verified |  Literally the worst flight of my life. After booking tickets together with my partner, we were then separated: ‘sorry, the flight is full.’ The flight then took off 45 minutes late - no apology. The trolley service took over two hours and they periodically skipped rows, and the response was flippant and rude: ‘whoops. Not sure how that happened. What do you want?’ Genuinely appalling from beginning to end. Might as well fly Easy Jet - at least they charge a price commensurate with the poor quality of service, not like BA",2,2023-04-09,United Kingdom,False,verified literally worst flight life booking ticket together partner separated sorry flight full flight took minute late apology trolley service took two hour periodically skipped row response flippant rude whoop sure happened want genuinely appalling beginning end might well fly easy jet least charge price commensurate poor quality service like ba
197,197,"✅ Trip Verified |  I swore I would never fly BA again after they messed me about so much when trying to get to Budapest. But the times for their flights suited me so I decided to give them another go. The flight left on time (just about), the cabin was clean and the staff friendly. There was even complimentary tea/coffee and a breakfast bar to be had for economy. The flight was pleasant enough and I can't think of any negatives to write about. The flight and service was certainly head and shoulders above my trip with easyjet.",7,2023-04-09,United Kingdom,True,swore would never fly ba messed much trying get budapest time flight suited decided give another go flight left time cabin clean staff friendly even complimentary tea coffee breakfast bar economy flight pleasant enough think negative write flight service certainly head shoulder trip easyjet
198,198,"✅ Trip Verified |  Obviously many airlines have gone downhill in recent years. Prices have increased and services have gone down. The most disappointing thing about BA is that aspects that really don’t need to get worse have. The check in staff at Heathrow are downright rude and abusive, shouting at passengers to line here and there and rolling their eyes if passengers get confused with the constant shouting and bullying. Airlines are now competing globally more and more and this behaviour is particularly noticeable in Asia where the service industry is next level. I wouldn’t want to suggest that all the staff are like this and many younger employees are polite and helpful. However there were a couple of older staff that were downright rude and obnoxious. ",4,2023-04-06,United Kingdom,True,obviously many airline gone downhill recent year price increased service gone disappointing thing ba aspect really need get worse check staff heathrow downright rude abusive shouting passenger line rolling eye passenger get confused constant shouting bullying airline competing globally behaviour particularly noticeable asia service industry next level want suggest staff like many younger employee polite helpful however couple older staff downright rude obnoxious
199,199,"✅ Trip Verified | Lost 3 out of 4 checked bags. Denied wheelchair assistance at LHR for my wife and the staff forced us to change terminals by foot. Rude staff on BA297 from LHR to ORD on April 05, 2023: ignored multiple times when simply requested a cup of water. When walked up to them after a couple of attempts to request for water politely, the BA staff onboard yelled at my wife and asked her to be go back to seat. Horrible flight with disappointing staff. Customer service is terrible and online check-in never worked because BA never verified our COVID documents which were uploaded in advance, resulting me and my wife seated separately. I’ve lost respect for British Airways. Disgusted.",1,2023-04-06,United Kingdom,True,lost checked bag denied wheelchair assistance lhr wife staff forced u change terminal foot rude staff ba lhr ord april ignored multiple time simply requested cup water walked couple attempt request water politely ba staff onboard yelled wife asked go back seat horrible flight disappointing staff customer service terrible online check never worked ba never verified covid document uploaded advance resulting wife seated separately lost respect british airway disgusted
200,200,"✅ Trip Verified |  I have flown with BA for many years and there was a time about 10 years ago when they were getting better. Sadly this trip underlines how they have slipped versus other airlines. At booking time, one is scammed an extortionate amount to book a seat. At Heathrow T5 check in the queues were unbelievably long and staff at bag drop curt to say the least. The lounges here remain awful and overcrowded and BA has not invested in them for many years. On the flight the food was okay, although portions are kept minimal. This was one of those days when the crew could not give a damn and the service was mostly absent for the entire flight. Next time they change CEO, can they not do better than recruiting from aa second rate, budget Irish airline.",3,2023-04-05,United Kingdom,True,flown ba many year time year ago getting better sadly trip underline slipped versus airline booking time one scammed extortionate amount book seat heathrow check queue unbelievably long staff bag drop curt say least lounge remain awful overcrowded ba invested many year flight food okay although portion kept minimal one day crew could give damn service mostly absent entire flight next time change ceo better recruiting aa second rate budget irish airline
201,201,"✅ Trip Verified | Boarding at Mumbai was chaotic and badly organised. Once on board the crew announcements were professional, relaxed and informative in typical BA style. The seat was quite comfortable. It was a refurbished aircraft and the padding and materials are quite good. I was lucky that the middle seat was empty so I didn’t suffer from the new narrow seat which I think would have made it a lot less comfortable. The IFE is excellent, responsive and good quality. There is an enormous selection of TV and movies and a good number of games. WIFI is also very good not quite Netflix quality but still reasonable and I don’t think £17.99 for full flight is bad value. You can pay less if you just want short term simple messaging. Cabin crew were very good. Friendly and efficient. Catering was reasonable although on a near 10hr flight, the small (but tasty) pastry for the second meal service wasn’t really enough. Landing and processing at Heathrow was astonishingly quick - it felt like it was 3am, even though it was 6:30pm! No queues or waiting at all. Even the baggage was super quick at coming through. Overall a very solid experience in economy. Significantly better than it used to be.",9,2023-03-31,Canada,True,boarding mumbai chaotic badly organised board crew announcement professional relaxed informative typical ba style seat quite comfortable refurbished aircraft padding material quite good lucky middle seat empty suffer new narrow seat think would made lot le comfortable ife excellent responsive good quality enormous selection tv movie good number game wifi also good quite netflix quality still reasonable think full flight bad value pay le want short term simple messaging cabin crew good friendly efficient catering reasonable although near hr flight small tasty pastry second meal service really enough landing processing heathrow astonishingly quick felt like even though pm queue waiting even baggage super quick coming overall solid experience economy significantly better used
202,202,"Not Verified | Mexico City Airport is a zoo, but taking the late departure on BA to LHR isn't too bad. Club passengers can use the AA Admirals Lounge, which is surprisingly good and not too busy as it seems to cater to BA's club passengers only at this time of day. Lovely staff, solid food & bar, really pleasant. We flew an older 787 with the old style club seats. Seated in the front cabin (just 3 rows of club) in the window and adjecant aisle seat is really good if you travel with your partner. Come to think of it, I will really miss this old style -once cutting edge- lay-out. There is no better way to fly when you are a couple. We were in that last row of the front cabin so both window and aisle seat had unobstructed access to the aisle. Still terrible you have to pay for these seats, but it obvioulsy works and we were happy getting these seats. Flying BA when the crew is good is amazing. Service was impecable on this flight. Just the right mix of humor, service and attention. Food seemed to be good as well, but hardly touched it. I am fine sleeping in these old club world seats although bedding could be better. On time departure, smooth flight and early arrival at Heathrow. We went outside for a smoke and returned to the terminal through fast track. Security at LHR has always been terrible, but today security staff was too busy chatting among themselves so all bags went through without 'secundary' checks. We had a lovely shower at the 'spa', what a fabulous facility. The South Lounge was crazy busy and it is just a design disaster. Who ever choose the bizarre combination of furniture: what a mess! Food on offer was solid and so are the drinks. Our home stretch to Amsterdam was pretty straight forward. Lousy welcome at the door but crew recovered well and made everyone feel special with excellent bar-cart service. I love the 'double'-servings of drinks. English tea is about the worst meal concepts in the world and I really don't understand BA stuck to it through the years. No-one like the cucumber white bread things, but hey... On time landing in Amsterdam but the usual long taxi then clumsy jet bridge connection ended up with a 20 minute late arrival, why is it so hard to connect a jetbridge in Amsterdam? Flying club in BA is still wonderful. I Love it!",10,2023-03-30,France,False,verified mexico city airport zoo taking late departure ba lhr bad club passenger use aa admiral lounge surprisingly good busy seems cater ba club passenger time day lovely staff solid food bar really pleasant flew older old style club seat seated front cabin row club window adjecant aisle seat really good travel partner come think really miss old style cutting edge lay better way fly couple last row front cabin window aisle seat unobstructed access aisle still terrible pay seat obvioulsy work happy getting seat flying ba crew good amazing service impecable flight right mix humor service attention food seemed good well hardly touched fine sleeping old club world seat although bedding could better time departure smooth flight early arrival heathrow went outside smoke returned terminal fast track security lhr always terrible today security staff busy chatting among bag went without secundary check lovely shower spa fabulous facility south lounge crazy busy design disaster ever choose bizarre combination furniture mess food offer solid drink home stretch amsterdam pretty straight forward lousy welcome door crew recovered well made everyone feel special excellent bar cart service love double serving drink english tea worst meal concept world really understand ba stuck year one like cucumber white bread thing hey time landing amsterdam usual long taxi clumsy jet bridge connection ended minute late arrival hard connect jetbridge amsterdam flying club ba still wonderful love
203,203,"✅ Trip Verified |  Very poor service, very frustrating. Firstly my flight to LHR was cancelled on 16 Mar23, while I got a text message to inform me, the information desk was unable to confirm if was correct or scam. Once this was confirmed, I went to the counter to get my new boarding pass. At the counter they informed me that the coach will be leaving in 15mins for the hotel. We (me and other fellow travelers) waited for over 45mins, there was no one at the coach stand to guide us or answer any questions. The transfer hotel was 30 mins away from the airport. When we got to the hotel which is around 10:15pm the staff informed that dinner closes at 10:30. that was a rush. It appeared more of a Motel than an hotel. The room - was smelling of weed, being a non-smoker this was uncomfortable. Although I wanted to compromise and rest, when I went to wash my face, the tap on the sink came off in my hands, I panicked and asked the reception staff to change my room. After some discussion, they agreed to change it. I went to the alternate room, to my horror, it was occupied. I asked the staff to call a cab, and I left. ",1,2023-03-29,United Kingdom,True,poor service frustrating firstly flight lhr cancelled mar got text message inform information desk unable confirm correct scam confirmed went counter get new boarding pas counter informed coach leaving min hotel fellow traveler waited min one coach stand guide u answer question transfer hotel min away airport got hotel around pm staff informed dinner close rush appeared motel hotel room smelling weed non smoker uncomfortable although wanted compromise rest went wash face tap sink came hand panicked asked reception staff change room discussion agreed change went alternate room horror occupied asked staff call cab left
204,204,"Not Verified |  Generally poor. Sent to gate on time, sat maybe 30 minutes, was then announced as crew were not familiar with the A321 there would be a delay. Clearly nonsense and there was a retraction on board of this statement. Watched the crew walk through to the gate, my impression was they did not want to be there. Was given a miniscule amount of water, small bag of pretzels and then it was announced there would be a wait for any further cabin service as card processing machines were u/s. No further updates or sight of crew for next two hours, then attempted to charge us for even a glass of water. When I said this should be complimentary, girl said it was not her problem and walked away.",3,2023-03-27,United Kingdom,False,verified generally poor sent gate time sat maybe minute announced crew familiar would delay clearly nonsense retraction board statement watched crew walk gate impression want given miniscule amount water small bag pretzel announced would wait cabin service card processing machine u update sight crew next two hour attempted charge u even glass water said complimentary girl said problem walked away
205,205,"Not Verified |  BA changed our prepaid seats at the last minute and charged us to select new seats. Flight took off late, cabin crew served a tiny packet of pretzels. Arrived at Heathrow late, put on a remote stand, loaded onto buses to terminal. Held up at transit security by a clown of a member of staff, allowed 15 passengers at a time because of a trial. Queued at security for 20 minutes. ",1,2023-03-26,United Kingdom,False,verified ba changed prepaid seat last minute charged u select new seat flight took late cabin crew served tiny packet pretzel arrived heathrow late put remote stand loaded onto bus terminal held transit security clown member staff allowed passenger time trial queued security minute
206,206,Not Verified |  Flew from London Heathrow to Marrakech. BA changed our pre paid seats at the last minute and even charged us to select other seats. Boarding was chaos. Staff were rude demanding selected passengers put their hand luggage in the hold. I had one small bag however they never demanded other passengers with 2/3 bags and some with hand luggage that was obviously too big. Flight was late taking off and the snack was a miserable tiny packet of cheese pretzels. This airline is going downhill rapidly.,1,2023-03-26,United Kingdom,False,verified flew london heathrow marrakech ba changed pre paid seat last minute even charged u select seat boarding chaos staff rude demanding selected passenger put hand luggage hold one small bag however never demanded passenger bag hand luggage obviously big flight late taking snack miserable tiny packet cheese pretzel airline going downhill rapidly
207,207,"Not Verified | I was meant to fly in January to Algeria. I paid over £300 for the ticket. Just a few days before I was meant to fly, my wife broke her foot. I had to then rebook it in March and pay another £100. I called British Airways 3 weeks before my flight in March and I told them again that it had to me rebooked, as my wife was still not well. They told me that I don’t have to pay anything to get it rebooked as I sent them a letter from the hospital saying my wife wasn’t well. However, they never sent me the ticket. They made me wait for nearly 4 weeks and they asked me to pay either £316 on top of the £450 that I paid previously. Or the second option they gave me is to get a refund of £80. (Tax only). I found it ridiculous that they told me to pay a fraction of the money I previously paid. Each time I call them, they hang up on me; or they continue telling me to pay £360. I made a complaint, and nothing happened.",1,2023-03-21,United Kingdom,False,verified meant fly january algeria paid ticket day meant fly wife broke foot rebook march pay another called british airway week flight march told rebooked wife still well told pay anything get rebooked sent letter hospital saying wife well however never sent ticket made wait nearly week asked pay either top paid previously second option gave get refund tax found ridiculous told pay fraction money previously paid time call hang continue telling pay made complaint nothing happened
208,208,"✅ Trip Verified |  We have flown repeatedly with British Airways and the One World alliance over the last few weeks. Every flight was delayed. Now we are back at the airport in Miami and have another massive delay so we will miss our connecting flight. Finally, our luggage arrived in Puerto Rico with a 3-day delay and we had to reschedule our round trip ... we haven't received any information about our luggage to this day, luckily we checked it ourselves at the airport and it was there. The last delayed flight meant the cabin crew that they too miss their connecting flights and we are on the same plane and they can't do anything.  Wir sind in den letzten Wochen immer wieder mit Britisch Airways und dem One World Zusammenschluss geflogen. Jeder Flug war verspätet. Nun sitzen wir wieder in Miami am Flughafen und haben schon wieder eine massive Verspätung sodass wir unseren Anschlussflug verpassen werden. Zuletzt ist auch unser Gepäck mit 3 Tagen Verspätung in Puerto Rico angekommen und wir mussten unseren Rundreise umplanen… wir haben bis heute noch keine Info über unser Gepäck erhalten, zum Glück haben wir selbst am Flughafen nachgesehen und es war da… Beim letzten verpspäteten Flug meinte die Kabinen Crew dass auch sie ihre Anschlussflüge verpassen und wir im selben Flugzeug sitzen und sie können nichts machen. ",1,2023-03-21,United States,True,flown repeatedly british airway one world alliance last week every flight delayed back airport miami another massive delay miss connecting flight finally luggage arrived puerto rico day delay reschedule round trip received information luggage day luckily checked airport last delayed flight meant cabin crew miss connecting flight plane anything wir sind den letzten wochen immer wieder mit britisch airway und dem one world zusammenschluss geflogen jeder flug war versp tet nun sitzen wir wieder miami flughafen und haben schon wieder eine massive versp tung soda wir unseren anschlussflug verpassen werden zuletzt ist auch unser gep ck mit tagen versp tung puerto rico angekommen und wir mussten unseren rundreise umplanen wir haben bi heute noch keine info ber unser gep ck erhalten zum gl ck haben wir selbst flughafen nachgesehen und e war da beim letzten verpsp teten flug meinte die kabinen crew das auch sie ihre anschlussfl ge verpassen und wir im selben flugzeug sitzen und sie k nnen nichts machen
209,209,"✅ Trip Verified |  I was horrified by the extremely small seats and the poor training that the crew clearly receives. Not one of them exuded any kind of warmth or expressed any desire to make our journey pleasant. The seats were so narrow that regardless of the size of your neighbors you are forced to touch each other constantly, if the seat in front of you is reclined you have no choice but to recline your own, or else you are breathing in the head/ scalp of the person in front of you. Food was revolting, they don't even provide napkins unless you ask with the pre-meal drinks and the secondary meal. The last time I flew BA it was a completely other experience and I was so sorry to see how far the quality level has slid. It was really majorly disappointing and I regret that I have already purchased 2 other intercontinental trips with the company. I will now have to see if I can change them. The pathetic 250 ml bottle of water, it's just a sip. On the shorter flights the seats couldn't even be reclined which was a great pity since the flight was delayed by almost 3 hours and we had to wait on board.",3,2023-03-20,United Kingdom,True,horrified extremely small seat poor training crew clearly receives one exuded kind warmth expressed desire make journey pleasant seat narrow regardless size neighbor forced touch constantly seat front reclined choice recline else breathing head scalp person front food revolting even provide napkin unless ask pre meal drink secondary meal last time flew ba completely experience sorry see far quality level slid really majorly disappointing regret already purchased intercontinental trip company see change pathetic ml bottle water sip shorter flight seat even reclined great pity since flight delayed almost hour wait board
210,210,"✅ Trip Verified |  
The worst cabin experience ever: cramped seats, very low cost style and uncomfortable. Could suit for short flights but not for a 5 hours service. Catering is also a shame: 250ml of water + a chocolate bar for a 5 hours service. Will never fly BA again. ",2,2023-03-20,United Kingdom,True,worst cabin experience ever cramped seat low cost style uncomfortable could suit short flight hour service catering also shame ml water chocolate bar hour service never fly ba
211,211,"✅ Trip Verified | First time flying with British Airways and first time flying to the Americas from India via London Heathrow. I chose Premium Economy at a reasonable price. I was quite comfortable, however, the first leg of the flight from Mumbai to Heathrow, the plane was a bit outdated and there was only a foot rest. The second leg, from Heathrow to Nassau, the plane was brand new and my premium economy seat had a pop up leg support which was much more comfortable. Cabin service was fine - I appreciated that they didn't come through the cabin often while everyone was sleeping. The meals weren't that great to be honest. After landing in Heathrow, we had to wait on the tarmac for 45 minutes waiting for an open gate. My connection was less than an hour long! The BA staff in the Heathrow Airport helped me move through security quickly and I made it with time to spare for my next flight. When I arrived in Nassau, I found that my luggage didn't make it due to the short connection time in London. The BA baggage representative in Nassau was extremely professional and took down my claim. My luggage arrived on the next BA flight a few days later, and British Airways Nassau representative delivered it over to a charter airline which shipped it to the island I was staying on. Very impressive and efficient!",8,2023-03-18,New Zealand,True,first time flying british airway first time flying america india via london heathrow chose premium economy reasonable price quite comfortable however first leg flight mumbai heathrow plane bit outdated foot rest second leg heathrow nassau plane brand new premium economy seat pop leg support much comfortable cabin service fine appreciated come cabin often everyone sleeping meal great honest landing heathrow wait tarmac minute waiting open gate connection le hour long ba staff heathrow airport helped move security quickly made time spare next flight arrived nassau found luggage make due short connection time london ba baggage representative nassau extremely professional took claim luggage arrived next ba flight day later british airway nassau representative delivered charter airline shipped island staying impressive efficient
212,212,✅ Trip Verified |  The latest affront. Stood in first class line for an hour. Finally go up front and the BA agent let 4 supposed VIPS with 12-14 large to-be-checked bags in front of all of us. Arrogant and unapologetic. Add this to a long list of post-Covid disappointments. We are done with BA.,3,2023-03-18,United Kingdom,True,latest affront stood first class line hour finally go front ba agent let supposed vip large checked bag front u arrogant unapologetic add long list post covid disappointment done ba
213,213,"Not Verified |  Booked a flight return flight between London and Munich for 3/11 to 3/17 in December. The return flight was cancelled and re-booked from 3/17 to 3/12. British Airways only notified me of the first change, but not the second. Getting the flight reinstated took multiple phone calls on both occasions. Each time needing to find a helpful representative. British Airway employees told me that even though they cancelled my flight they did not have to refund the ticket. They tried to charge an $800 change fee. Through repeatedly calling back, British Airways reinstated my 3/17 flight on 2/20 and then again on 3/6. To make sure it did not get changed again, i checked the status of my ticket daily from 3/12 to 3/15. It was intact those days. On 3/16 when it was time to check-in for the flight, it was gone. At the airport the staff at the British Airways check-in counter are not BA employees, so cannot help resolve problems. There are no BA representative at the Munich Airport. The confirmation documentation from British Airways was of no value. I was left stranded at the airport.",1,2023-03-17,United Kingdom,False,verified booked flight return flight london munich december return flight cancelled booked british airway notified first change second getting flight reinstated took multiple phone call occasion time needing find helpful representative british airway employee told even though cancelled flight refund ticket tried charge change fee repeatedly calling back british airway reinstated flight make sure get changed checked status ticket daily intact day time check flight gone airport staff british airway check counter ba employee cannot help resolve problem ba representative munich airport confirmation documentation british airway value left stranded airport
214,214,"✅ Trip Verified |  I tried to check in on line and was informed that this was not possible. I was given no reason for this. I telephoned BA customer service and must have wasted nearly 2 hours being given wrong phone numbers and incorrect information. Staff need customer training, better knowledge of their product, and some manners. BA customer service was virtually non existent. I will never fly with them again.",1,2023-03-17,Czech Republic,True,tried check line informed possible given reason telephoned ba customer service must wasted nearly hour given wrong phone number incorrect information staff need customer training better knowledge product manner ba customer service virtually non existent never fly
215,215,"✅ Trip Verified |  A catalogue of failures. We flew from Belfast to Heathrow a week ago and the flight was delayed by over three and a half hours. We missed our onward Air Canada flight to Calgary as a result. On arriving in Calgary (after re-routing via Vancouver which added over 6 hours to our journey) we met other passengers who had also missed the same Air Canada flight as their British Airways flight from Manchester had also been delayed by several hours. We are now on our way home only to find our Heathrow to Belfast flight, which had already been cancelled and put back 2 hours, is now delayed by another 2 hours. Avoid British Airways like the plague.",1,2023-03-16,United Kingdom,True,catalogue failure flew belfast heathrow week ago flight delayed three half hour missed onward air canada flight calgary result arriving calgary routing via vancouver added hour journey met passenger also missed air canada flight british airway flight manchester also delayed several hour way home find heathrow belfast flight already cancelled put back hour delayed another hour avoid british airway like plague
216,216,"✅ Trip Verified |  
Our flight out to Dubrovnik was at the painful time of 6:30 in the morning and from London Gatwick, not an easy airport to get to at that hour especially as you have to be at the airport minimum 2hrs before to be ready to board. I understand why the likes of easyJet, Ryanair or Wizzair fly at very odd times to utilise cheaper slots at airports, but it seems an odd choice for BA given most people like us who fly with them choose them based on quality not on price alone. Outbound LGW-DBV: Boarding was fairly quick, easy and efficient and we took off on time. Pilot announcements clear, professional and inspired confidence which is something I appreciate and expect of BA pilots. Aircraft was clean and it had not been through the recent refurbishment program yet so had the advantage of having the 'Pinnacle' seats in economy still with more padding and adjustable winged headrests for better comfort. Complimentary Harrogate Mineral water given as usual which is a premium touch, complimentary snack of a Nutrigain bar was poor and not premium however. Cabin crew felt very unpolished in both presentation and behaviour - messy ill-fitting uniforms and unclassy make-up. Toilets clean and maintained, appreciate anti-bacterial wipes being kept available post-covid. Inbound DBV-LGW: For some reason no online or app check-in available, despite Dubrovnik Airport being a very modern airport with state of the art facilities. No queue at manual check-in though, and ground staff were very warm, friendly and helpful. Pro-actively offered to take our larger hand-luggage into hold free of charge, but we decided to keep with us as we would have to dash for train home from airport and trains on the other end were being cancelled already. We did not understand the delay to our flight as the inbound flight for that day had took off on time and landed on time. Also we travelled to Dubrovnik out of season, and the airport was empty at that hour, with all services being available solely for this flight taking off that evening. All the passengers in the terminal at that time including us were there to take this flight. We boarded on time and then we all sat at the gate for 15 minutes for no reason. It's truly bizarre how BA managed to take off late when all the services at the airport were operating and live solely for the purpose of enabling this flight to take off. Pilots for this flight were unpolished, with unclear announcements - during the flight one couldn't even remember where we flying back to! No apology for delay. Cabin crew a bit smarter presented and seemed more approachable. Harrogate water given out and the worlds tiniest bag of pretzels complimentary. Seats for this flight were horrendous and the new 'slimline' ones BA are installing from row 14 onwards. These seats have barely any padding, so very hard and also have no headrests so very hard to get comfortable. We landed 55 minutes late in Gatwick and again no apology was given - we were lucky to catch the last uncanceled train home otherwise we'd been stranded for hours. We'd spent half an hour circling Gatwick because we missed our original landing slot. Given 7 because in the context of the short-haul market thats what they deserve - we fly BA as we don't fly the low-cost carriers after so many bad experiences, but it's by no measure good, just the least bad option. Given 1 point extra solely for giving something complimentary onboard.",7,2023-03-15,United Kingdom,True,flight dubrovnik painful time morning london gatwick easy airport get hour especially airport minimum hr ready board understand like easyjet ryanair wizzair fly odd time utilise cheaper slot airport seems odd choice ba given people like u fly choose based quality price alone outbound lgw dbv boarding fairly quick easy efficient took time pilot announcement clear professional inspired confidence something appreciate expect ba pilot aircraft clean recent refurbishment program yet advantage pinnacle seat economy still padding adjustable winged headrest better comfort complimentary harrogate mineral water given usual premium touch complimentary snack nutrigain bar poor premium however cabin crew felt unpolished presentation behaviour messy ill fitting uniform unclassy make toilet clean maintained appreciate anti bacterial wipe kept available post covid inbound dbv lgw reason online app check available despite dubrovnik airport modern airport state art facility queue manual check though ground staff warm friendly helpful pro actively offered take larger hand luggage hold free charge decided keep u would dash train home airport train end cancelled already understand delay flight inbound flight day took time landed time also travelled dubrovnik season airport empty hour service available solely flight taking evening passenger terminal time including u take flight boarded time sat gate minute reason truly bizarre ba managed take late service airport operating live solely purpose enabling flight take pilot flight unpolished unclear announcement flight one even remember flying back apology delay cabin crew bit smarter presented seemed approachable harrogate water given world tiniest bag pretzel complimentary seat flight horrendous new slimline one ba installing row onwards seat barely padding hard also headrest hard get comfortable landed minute late gatwick apology given lucky catch last uncanceled train home otherwise stranded hour spent half hour circling gatwick missed original landing slot given context short haul market thats deserve fly ba fly low cost carrier many bad experience measure good least bad option given point extra solely giving something complimentary onboard
